fixing_commit,introducing_commit,cve_id,subsystem,fixing_date,introducing_date,fix_subject,files_changed,insertions,deletions
53755903b935,f1304d442077,,drivers,2025-05-20 21:38:48 -0400,2023-05-31 20:17:08 -0400,scsi: ufs: mcq: Delete ufshcd_release_scsi_cmd() in ufshcd_mcq_abort(),drivers/ufs/core/ufs-mcq.c,0,6
47653e4243f2,634db83b8265,,drivers,2025-05-20 18:34:21 -0700,2017-10-27 11:58:49 +0900,net: dwmac-sun8i: Use parsed internal PHY address instead of 1,drivers/net/ethernet/stmicro/stmmac/dwmac-sun8i.c,0,0
0d777aa2ca77,13324cecbb2c,,drivers,2025-05-20 18:08:38 -0700,2025-04-17 15:49:33 -0700,wifi: ath12k: fix mac pdev frequency range update,drivers/net/wireless/ath/ath12k/mac.c;drivers/net/wireless/ath/ath12k/reg.c,42,30
b98b70c103de,6c5bafba347b,,drivers,2025-05-20 18:08:01 -0700,2025-05-08 19:43:51 -0700,net: enetc: fix the error handling in enetc4_pf_netdev_create(),drivers/net/ethernet/freescale/enetc/enetc4_pf.c,2,1
bc8169003b41,ba8f8624fde2,,arch,2025-05-21 06:53:56 +0800,2023-07-14 18:21:31 +1000,crypto: powerpc/poly1305 - add depends on BROKEN for now,arch/powerpc/lib/crypto/Kconfig,0,0
1c9977b26347,3ef9f710efcb,,drivers,2025-05-21 00:39:30 +0200,2025-03-24 08:51:09 +0100,pinctrl: mediatek: eint: Fix invalid pointer dereference for v1 platforms,drivers/pinctrl/mediatek/mtk-eint.c;drivers/pinctrl/mediatek/mtk-eint.h;drivers/pinctrl/mediatek/pinctrl-mtk-common-v2.c;drivers/pinctrl/mediatek/pinctrl-mtk-common.c,16,19
41e452e6933d,cf1fc1876289,,drivers,2025-05-20 23:41:29 +0200,2014-09-26 10:36:30 +0200,pinctrl: qcom: switch to devm_register_sys_off_handler(),drivers/pinctrl/qcom/pinctrl-msm.c,12,11
fdf6cab17f58,8015443e24e7,,drivers,2025-05-20 23:41:29 +0200,2025-03-05 14:36:04 +0100,gpiolib: don't crash on enabling GPIO HOG pins,drivers/gpio/gpiolib.c,6,0
ae8b3a83fb9d,fffed679eeea,,other,2025-05-20 22:57:27 +0200,2022-12-04 01:59:15 +0100,rust: str: fix typo in comment,rust/kernel/str.rs,0,0
f1774d9d4e10,ef4902752972,,io_uring,2025-05-20 14:36:41 -0600,2025-03-21 12:52:15 -0600,io_uring/cmd: axe duplicate io_uring_cmd_import_fixed_vec() declaration,io_uring/uring_cmd.h,0,6
9176bd205ee0,48f827d4f48f,,drivers,2025-05-20 21:35:39 +0200,2024-06-21 09:46:00 +0200,can: kvaser_pciefd: Force IRQ edge in case of nested IRQ,drivers/net/can/kvaser_pciefd.c,38,43
ede1fa1384c2,36299757129c,,arch,2025-05-20 20:42:03 +0200,2025-03-08 18:19:59 +0100,arm64: dts: rockchip: Add missing SFC power-domains to rk3576,arch/arm64/boot/dts/rockchip/rk3576.dtsi,2,0
797ac3ca24ca,5bb12b1837c0,,filesystem,2025-05-20 14:21:00 -0400,2025-05-20 10:31:12 -0400,ext4: Simplify last in leaf check in ext4_map_query_blocks,fs/ext4/inode.c,1,2
3be4bb7e7147,b86629c2b299,,filesystem,2025-05-20 14:21:00 -0400,2025-05-20 10:31:12 -0400,ext4: Unwritten to written conversion requires EXT4_EX_NOCACHE,fs/ext4/extents.c,0,0
5b62d63395d5,44e694958b95,,gpu,2025-05-20 20:55:22 +0300,2023-12-21 11:43:39 -0500,drm/xe/display: Add check for alloc_ordered_workqueue(),drivers/gpu/drm/xe/display/xe_display.c,2,0
dcab7a228f4e,40053823baad,,other,2025-05-20 20:55:22 +0300,2023-04-17 11:17:25 +0300,drm/i915/display: Add check for alloc_ordered_workqueue() and alloc_workqueue(),.../gpu/drm/i915/display/intel_display_driver.c,25,5
23532524594c,ebcf9008a895,,drivers,2025-05-20 11:18:25 -0600,2024-08-21 11:22:54 -0600,remoteproc: k3-m4: Don't assert reset in detach routine,drivers/remoteproc/ti_k3_m4_remoteproc.c,0,0
701177511abd,61f6f68447ab,,drivers,2025-05-20 11:02:16 -0600,2024-04-30 10:49:11 -0600,remoteproc: k3-r5: Refactor sequential core power up/down operations,drivers/remoteproc/ti_k3_r5_remoteproc.c,63,47
349d62ab207f,ea1d6fb5b571,,drivers,2025-05-20 11:02:16 -0600,2024-08-16 08:45:32 -0600,remoteproc: k3-dsp: Drop check performed in k3_dsp_rproc_{mbox_callback/kick},drivers/remoteproc/ti_k3_dsp_remoteproc.c,0,8
9995dbfc2235,f3f11cfe8907,,drivers,2025-05-20 11:02:16 -0600,2024-08-16 08:45:02 -0600,remoteproc: k3-r5: Drop check performed in k3_r5_rproc_{mbox_callback/kick},drivers/remoteproc/ti_k3_r5_remoteproc.c,0,8
735a3ac37012,611851010c74,,other,2025-05-20 12:50:10 -0300,2025-03-18 15:34:27 +0100,perf test probe_vfs_getname: Add regex for searching probe line,tools/perf/tests/shell/lib/probe_vfs_getname.sh,10,2
408c97c4a5e0,f8cce2ff3c04,,drivers,2025-05-20 16:38:54 +0100,2021-08-18 22:33:28 +0200,coresight: prevent deactivate active config while enabling the config,drivers/hwtracing/coresight/coresight-config.h;drivers/hwtracing/coresight/coresight-syscfg.c,35,16
53b9e2659719,02bd588e12df,,drivers,2025-05-20 16:38:48 +0100,2021-11-26 11:27:35 -0700,coresight: holding cscfg_csdev_lock while removing cscfg from csdev,drivers/hwtracing/coresight/coresight-syscfg.c,2,0
895b12b7d7b8,7ebd0ec6cf94,,drivers,2025-05-20 16:38:47 +0100,2021-11-26 11:34:27 -0700,coresight/etm4: fix missing disable active config,drivers/hwtracing/coresight/coresight-etm4x-core.c,3,0
ac4e317a95a1,832f6a18fc2a,,drivers,2025-05-20 08:34:34 -0700,2011-04-13 15:22:14 -0400,wifi: ath9k_htc: Abort software beacon handling if disabled,drivers/net/wireless/ath/ath9k/htc_drv_beacon.c,3,0
4a5a99bc79cd,4be4e03efc7f,,drivers,2025-05-20 17:32:20 +0200,2016-01-22 16:36:55 -0800,mtd: nand: sunxi: Add randomizer configuration before randomizer enable,drivers/mtd/nand/raw/sunxi_nand.c,0,0
355341e4359b,f5c84eff634b,,drivers,2025-05-20 09:16:23 -0600,2025-05-05 07:18:05 -0600,loop: don't require ->write_iter for writable files in loop_configure,drivers/block/loop.c,0,3
ee811bc733be,c382ee674c8b,,drivers,2025-05-20 16:16:15 +0100,2025-01-12 12:50:11 +0000,coresight: etm4x: Fix timestamp bit field handling,drivers/hwtracing/coresight/coresight-etm4x-core.c;drivers/hwtracing/coresight/coresight-etm4x-sysfs.c,3,3
1d79596e8661,7cbebc86c72a,,drivers,2025-05-20 15:13:35 +0000,2024-04-10 17:47:51 +0000,PCI: dwc: ep: Fix errno typo,drivers/pci/controller/dwc/pcie-designware-ep.c,2,2
e26268ff1dca,d84c9ebdac1e,,filesystem,2025-05-20 10:31:13 -0400,2023-04-14 19:38:50 -0400,ext4: only dirty folios when data journaling regular files,fs/ext4/inode.c,6,1
29ec9bed2395,2da376228a24,,filesystem,2025-05-20 10:30:52 -0400,2022-04-12 22:24:35 -0400,ext4: fix incorrect punch max_end,fs/ext4/inode.c,9,3
b5e58bcd7962,982bf37da09d,,filesystem,2025-05-20 10:30:44 -0400,2025-02-10 07:48:25 -0500,ext4: fix out of bounds punch offset,fs/ext4/inode.c,0,0
af98b0157adf,6e06ae88edae,,filesystem,2025-05-20 10:30:37 -0400,2015-07-12 18:11:30 -0400,jbd2: fix data-race and null-ptr-deref in jbd2_journal_dirty_metadata(),fs/jbd2/transaction.c,3,2
cfe035d8662c,3b7d143be4b7,,arch,2025-05-20 13:25:02 +0200,2022-04-26 10:58:57 +0200,arm64: dts: mt6359: Rename RTC node to match binding expectations,arch/arm64/boot/dts/mediatek/mt6359.dtsi,0,0
96bd04e738f8,e3f7caf74b79,,sound,2025-05-20 11:15:36 +0100,2025-02-27 13:09:12 +0000,ASoC: SDCA: Remove regmap module macros,sound/soc/sdca/sdca_regmap.c,0,3
52b97d43b7c5,42b144cb6a2d,,other,2025-05-20 11:15:35 +0100,2025-02-07 17:34:04 +0000,ASoC: SDCA: Fix minor typo,include/sound/sdca_function.h,0,0
8508427a6e21,a40cd7ef22fb,,drivers,2025-05-20 12:40:03 +0300,2021-06-16 17:47:52 +0200,platform/x86: think-lmi: Fix attribute name usage for non-compliant items,drivers/platform/x86/think-lmi.c;drivers/platform/x86/think-lmi.h,15,12
688abe2860fd,5caf64c633a3,,sound,2025-05-20 10:24:59 +0100,2019-12-25 18:19:51 +0000,ASoC: qcom: sdm845: Add error handling in sdm845_slim_snd_hw_params(),sound/soc/qcom/sdm845.c,4,0
652eea251dd8,3d144ef10a44,,arch,2025-05-20 09:31:11 +0200,2024-07-01 11:27:38 +0200,arm64: dts: renesas: white-hawk-ard-audio: Fix TPU0 groups,arch/arm64/boot/dts/renesas/white-hawk-ard-audio-da7212.dtso,0,0
8da238b15cf5,7688a54d5b53,,drivers,2025-05-20 08:45:27 +0200,2025-05-15 17:02:22 +0200,gpio: mpc8xxx: select GPIOLIB_IRQCHIP,drivers/gpio/Kconfig,0,0
e2d9a7ead8ff,20117cf426b6,,drivers,2025-05-20 08:45:27 +0200,2025-05-15 17:02:22 +0200,gpio: pxa: select GPIOLIB_IRQCHIP,drivers/gpio/Kconfig,0,0
4cc7543eb494,76c43eb507bc,,arch,2025-05-20 08:43:24 +0200,2025-04-27 09:45:15 +0200,MIPS: SMP: Move the AP sync point before the non-parallel aware functions,arch/mips/kernel/smp.c,3,3
1f4bbedd4e5a,0ca6df4f40cf,,filesystem,2025-05-19 20:35:08 -0500,2025-05-06 08:36:36 -0500,ksmbd: fix stream write failure,fs/smb/server/vfs.c,6,8
ea172f61f4fd,a6a9d10e7969,,arch,2025-05-19 15:33:50 -0500,2025-01-07 20:40:06 -0600,arm64: dts: qcom: qcs615: Fix up UFS clocks,arch/arm64/boot/dts/qcom/qcs615.dtsi,8,8
7ebdb205d4b9,2150c87db80c,,arch,2025-05-19 15:33:49 -0500,2024-10-05 20:53:26 -0500,arm64: dts: qcom: msm8998: Remove mdss_hdmi_phy phandle argument,arch/arm64/boot/dts/qcom/msm8998.dtsi,0,0
099593a28138,7707f7227f09,,gpu,2025-05-19 22:29:16 +0200,2020-03-23 12:45:26 +0100,drm/rockchip: cleanup fb when drm_gem_fb_afbc_init failed,drivers/gpu/drm/rockchip/rockchip_drm_fb.c,1,8
d2662cf8f44a,dd08ebf6c352,,gpu,2025-05-19 12:18:56 -0700,2023-12-12 14:05:48 -0500,drm/xe: Use xe_mmio_read32() to read mtcfg register,drivers/gpu/drm/xe/xe_mmio.c,5,5
cf948c8e274e,8ef0ca4a177d,,drivers,2025-05-19 21:08:39 +0200,2023-01-24 21:12:49 +0100,thermal: intel: x86_pkg_temp_thermal: Fix bogus trip temperature,drivers/thermal/intel/x86_pkg_temp_thermal.c,0,0
ca39500f6af9,29fd0ec2bdbe,,drivers,2025-05-19 11:58:36 -0700,2016-11-22 17:59:23 -0800,Input: synaptics-rmi - fix crash with unsupported versions of F34,drivers/input/rmi4/rmi_f34.c,76,59
2777a40998de,b0eed085903e,,drivers,2025-05-19 12:41:31 -0600,2022-03-15 11:41:32 -0600,hisi_acc_vfio_pci: bugfix live migration function without VF device driver,drivers/vfio/pci/hisilicon/hisi_acc_vfio_pci.c,15,7
db6525a85739,b0eed085903e,,drivers,2025-05-19 12:41:31 -0600,2022-03-15 11:41:32 -0600,hisi_acc_vfio_pci: bugfix the problem of uninstalling driver,drivers/vfio/pci/hisilicon/hisi_acc_vfio_pci.c,0,0
e63c46639873,b0eed085903e,,drivers,2025-05-19 12:41:31 -0600,2022-03-15 11:41:32 -0600,hisi_acc_vfio_pci: bugfix cache write-back issue,drivers/vfio/pci/hisilicon/hisi_acc_vfio_pci.c,7,7
3495cec07877,b0eed085903e,,drivers,2025-05-19 12:41:31 -0600,2022-03-15 11:41:32 -0600,hisi_acc_vfio_pci: add eq and aeq interruption restore,drivers/vfio/pci/hisilicon/hisi_acc_vfio_pci.c,16,0
8bb7170c5a05,b0eed085903e,,drivers,2025-05-19 12:41:31 -0600,2022-03-15 11:41:32 -0600,hisi_acc_vfio_pci: fix XQE dma address error,drivers/vfio/pci/hisilicon/hisi_acc_vfio_pci.c;drivers/vfio/pci/hisilicon/hisi_acc_vfio_pci.h,47,8
246eb353fbe9,b8a0d83fe4c7,,drivers,2025-05-19 10:45:39 -0700,2025-03-17 10:24:00 -0700,wifi: ath12k: fix memory leak in WMI firmware stats,drivers/net/wireless/ath/ath12k/mac.c,0,0
6b67d2cf14ea,d889913205cf,,drivers,2025-05-19 10:45:39 -0700,2022-11-29 12:49:06 +0200,wifi: ath12k: fix ring-buffer corruption,drivers/net/wireless/ath/ath12k/ce.c;drivers/net/wireless/ath/ath12k/hal.c,7,8
89142d34d560,d889913205cf,,drivers,2025-05-19 10:45:39 -0700,2022-11-29 12:49:06 +0200,wifi: ath12k: fix memory leak in ath12k_service_ready_ext_event,drivers/net/wireless/ath/ath12k/wmi.c,0,0
167e6fc7a447,6cee30f0da75,,drivers,2025-05-19 10:45:39 -0700,2025-03-25 07:55:44 -0700,wifi: ath12k: Adjust the process of resource release for ahb bus,drivers/net/wireless/ath/ath12k/ahb.c,2,3
aabd3be90579,809055628bce,,drivers,2025-05-19 10:45:39 -0700,2024-06-03 16:11:38 +0300,wifi: ath12k: Reorder and relocate the release of resources in ath12k_core_deinit(),drivers/net/wireless/ath/ath12k/core.c;drivers/net/wireless/ath/ath12k/core.h;drivers/net/wireless/ath/ath12k/pci.c,5,6
3126f1c52af5,d889913205cf,,drivers,2025-05-19 10:45:38 -0700,2022-11-29 12:49:06 +0200,wifi: ath12k: Fix invalid RSSI values in station dump,drivers/net/wireless/ath/ath12k/mac.c,2,1
a7f87deac229,0e414bf7ad01,,gpu,2025-05-19 09:33:52 -0700,2025-05-07 15:31:11 -0400,drm/xe: Default auto_link_downgrade status to false,drivers/gpu/drm/xe/xe_device_sysfs.c,2,1
17486cf3df53,aaab5404b16f,,gpu,2025-05-19 09:00:05 -0700,2025-01-15 14:12:52 -0500,drm/xe/guc: Make creation of SLPC debugfs files conditional,drivers/gpu/drm/xe/xe_guc_debugfs.c,14,3
2dabe349f788,a251eee62133,,drivers,2025-05-19 08:38:22 -0700,2023-09-13 14:59:24 -0700,idpf: fix null-ptr-deref in idpf_features_check,drivers/net/ethernet/intel/idpf/idpf.h;drivers/net/ethernet/intel/idpf/idpf_lib.c,8,4
6c778f1b839b,ec5a6c5f79ed,,drivers,2025-05-19 08:38:22 -0700,2023-07-27 10:56:32 -0700,ice: Fix LACP bonds without SRIOV environment,drivers/net/ethernet/intel/ice/ice_lag.c,6,0
bbd95160a03d,ac19e03ef780,,drivers,2025-05-19 08:38:22 -0700,2021-10-07 10:41:42 -0700,ice: fix vf->num_mac count with port representors,drivers/net/ethernet/intel/ice/ice_virtchnl.c,0,0
dac5e6249159,f1b4e32aca08,,networking,2025-05-19 16:58:19 +0200,2022-07-04 10:33:39 +0200,can: bcm: add missing rcu read protection for procfs content,net/can/bcm.c,9,4
c2aba69d0c36,ffd980f976e7,,networking,2025-05-19 16:58:12 +0200,2008-01-28 14:54:11 -0800,can: bcm: add locking for bcm_op runtime updates,net/can/bcm.c,45,21
b0779ea48606,40ef9b6b778f,,drivers,2025-05-19 17:09:32 +0300,2025-04-28 17:49:04 +0300,interconnect: qcom: sm8650: remove regmap config for mc_virt & clk_virt,drivers/interconnect/qcom/sm8650.c,0,2
71c9475b1e2c,ac5a41b472b4,,drivers,2025-05-19 14:26:12 +0200,2025-02-03 13:33:58 +0100,mmc: sdhci_am654: Add SDHCI_QUIRK2_SUPPRESS_V1P8_ENA quirk to am62 compatible,drivers/mmc/host/sdhci_am654.c,34,1
69c6d83d7173,09328600c2f9,,other,2025-05-19 14:06:42 +0200,2024-08-30 22:40:22 +0200,"dt-bindings: can: microchip,mcp2510: Fix $id path","Documentation/devicetree/bindings/net/can/microchip,mcp2510.yaml",0,0
61704413dec0,be953af79cc6,,drivers,2025-05-19 14:02:48 +0200,2025-05-14 16:59:17 +0200,mmc: sdhci-esdhc-imx: fix few build warnings,drivers/mmc/host/sdhci-esdhc-imx.c,4,4
8c138a189f6d,0dc2f4963f7e,,drivers,2025-05-19 12:31:54 +0100,2024-09-04 16:04:08 +0100,perf/arm-cmn: Add CMN S3 ACPI binding,drivers/perf/arm-cmn.c,0,0
239af1970bcb,30a584d944fb,,networking,2025-05-19 12:12:54 +0100,2006-08-04 22:59:50 -0700,llc: fix data loss when reading from a socket in llc_ui_recvmsg(),net/llc/af_llc.c,4,4
e717c661e2d1,3df5d0d97289,,sound,2025-05-19 11:59:44 +0100,2022-08-25 13:51:34 +0100,ASoC: apple: mca: Constrain channels according to TDM mask,sound/soc/apple/mca.c,23,0
0941d5166629,fe78d0b7691c,,drivers,2025-05-19 11:55:20 +0100,2015-08-31 14:42:40 +0100,spi: sh-msiof: Fix maximum DMA transfer size,drivers/spi/spi-sh-msiof.c,7,6
6692dbc15e5e,e85959d6cbe0,,gpu,2025-05-19 12:26:08 +0300,2019-05-22 22:46:35 +0300,drm/edid: fixed the bug that hdr metadata was not reset,drivers/gpu/drm/drm_edid.c,0,0
c822831b4263,56f6d5aee88d,,drivers,2025-05-19 13:48:48 +0800,2020-09-25 17:48:18 +1000,crypto: sun8i-ce - move fallback ahash_request to the end of the struct,drivers/crypto/allwinner/sun8i-ce/sun8i-ce.h,0,0
270b6f13454c,f1c131b45410,,crypto,2025-05-19 13:48:20 +0800,2016-11-28 21:23:18 +0800,crypto: xts - Only add ecb if it is not already there,crypto/xts.c,2,2
3d73909bddc2,700cb3f5fe75,,crypto,2025-05-19 13:48:20 +0800,2016-11-28 21:23:17 +0800,crypto: lrw - Only add ecb if it is not already there,crypto/lrw.c,2,2
b2df03ed4052,fe869cdb89c9,,crypto,2025-05-19 13:44:16 +0800,2010-11-19 17:47:58 +0800,crypto: algif_hash - fix double free in hash_accept,crypto/algif_hash.c,0,4
d6ebcde6d4ec,dd7d37ccf6b1,,kernel,2025-05-19 13:44:16 +0800,2025-01-19 12:44:28 +0800,padata: do not leak refcount in reorder_work,kernel/padata.c,2,1
a7a8fe56e932,a364bc0b37f1,,filesystem,2025-05-18 16:53:06 -0500,2008-10-21 14:42:13 +0000,smb: client: Fix use-after-free in cifs_fill_dirent,fs/smb/client/readdir.c,2,2
9220aa8a6779,efef7f184f2e,,drivers,2025-05-18 08:39:09 +0200,2025-05-02 10:23:47 +0200,x86/msr: Remove a superfluous inclusion of <asm/asm.h>,drivers/acpi/processor_throttling.c,0,0
6c055e62560b,136db994852a,,security,2025-05-17 18:20:10 -0700,2019-06-20 10:33:31 -0700,apparmor: ensure WB_HISTORY_SIZE value is a power of 2,security/apparmor/include/match.h;security/apparmor/match.c,3,1
e07d2d57a1c7,5b970ff0193d,,arch,2025-05-17 17:32:10 -0500,2023-12-02 20:18:33 -0800,arm64: dts: qcom: qcm2290: fix (some) of QUP interconnects,arch/arm64/boot/dts/qcom/qcm2290.dtsi,8,8
44fbeeb3087e,84c455decf27,,security,2025-05-17 01:49:20 -0700,2025-01-18 06:47:12 -0800,apparmor: Fix incorrect profile->signal range check,security/apparmor/policy_unpack.c,0,0
c46286fdd6aa,50b94204446e,,networking,2025-05-16 17:53:48 -0700,2024-12-04 18:49:16 -0800,mr: consolidate the ipmr_can_free_table() checks.,include/linux/mroute_base.h;net/ipv4/ipmr.c;net/ipv6/ip6mr.c,7,22
d6d2b0e1538d,e12182ddb6e7,,drivers,2025-05-16 16:35:45 -0700,2025-03-06 16:41:13 -0800,net: airoha: Fix page recycling in airoha_qdma_rx_process(),drivers/net/ethernet/airoha/airoha_eth.c,9,13
43f0999af011,d1a890fa37f2,,drivers,2025-05-16 16:04:27 -0700,2009-10-13 00:15:51 -0700,vmxnet3: update MTU after device quiesce,drivers/net/vmxnet3/vmxnet3_drv.c,3,2
91b6dbced0ef,62fa8a846d7d,,networking,2025-05-16 16:02:06 -0700,2011-01-26 20:51:05 -0800,bridge: netfilter: Fix forwarding of fragmented packets,net/bridge/br_nf_core.c;net/bridge/br_private.h,3,5
ba54bce747fa,016e43a26bab,,networking,2025-05-16 16:00:17 -0700,2019-07-30 15:12:50 -0700,net: dsa: microchip: linearize skb for tail-tagging switches,net/dsa/tag_ksz.c,15,4
6b1d3c5f675c,78cd408356fe,,drivers,2025-05-16 15:47:48 -0700,2025-05-06 18:52:39 -0700,team: grab team lock during team_change_rx_flags,drivers/net/team/team_core.c,3,3
c9e455581e2b,ef61f5528fca,,drivers,2025-05-16 15:43:44 -0700,2024-02-08 19:03:35 -0800,ptp: ocp: Limit signal/freq counts in summary output functions,drivers/ptp/ptp_ocp.c,17,7
9c6ee9a760c5,6f18b8d4142c,,other,2025-05-16 21:45:18 +0100,2024-12-26 15:23:40 -0600,arm64: dts: qcom: x1e80100-hp-x14: drop bogus USB retimer,.../boot/dts/qcom/x1e80100-hp-omnibook-x14.dts,2,144
6d6d7f91cc8c,68f744797edd,,filesystem,2025-05-16 22:31:35 +0200,2016-12-01 17:21:42 -0500,NFSv4/pnfs: Reset the layout state after a layoutreturn,fs/nfs/pnfs.c,9,0
6a3d704959bd,77ac7079e66d,,arch,2025-05-16 13:13:58 -0700,2024-12-23 08:31:54 -0500,KVM: x86/mmu: Use kvm_x86_call() instead of manual static_call(),arch/x86/kvm/mmu/tdp_mmu.c,5,5
ab52e3e44fe9,d5c65159f289,,drivers,2025-05-16 11:32:10 -0700,2019-11-25 14:16:34 +0200,wifi: ath11k: fix rx completion meta data corruption,drivers/net/wireless/ath/ath11k/dp_rx.c,16,9
6d037a372f81,d5c65159f289,,drivers,2025-05-16 11:32:10 -0700,2019-11-25 14:16:34 +0200,wifi: ath11k: fix ring-buffer corruption,drivers/net/wireless/ath/ath11k/ce.c;drivers/net/wireless/ath/ath11k/hal.c,7,8
dd26402642a0,4bd14b2fd8a8,,drivers,2025-05-16 16:53:58 +0200,2024-02-05 14:23:53 +0100,mtd: spinand: esmt: fix id code for F50D1G41LB,drivers/mtd/nand/spi/esmt.c,0,0
597704e20106,0ba64770a2f2,,drivers,2025-05-16 15:18:58 +0100,2020-09-28 18:50:20 +0100,perf/arm-cmn: Initialise cmn->cpu earlier,drivers/perf/arm-cmn.c,0,0
3f7cd28ae3d1,b09872a652d3,,drivers,2025-05-16 15:53:26 +0200,2023-09-26 17:56:35 +0200,ACPI: thermal: Execute _SCP before reading trip points,drivers/acpi/thermal.c,6,4
8cf4fdac9bde,e5f660ebef68,,drivers,2025-05-16 15:53:26 +0200,2016-05-05 00:13:53 +0200,"ACPI: OSI: Stop advertising support for ""3.0 _SCP Extensions""",drivers/acpi/osi.c,0,0
da6b85598af3,be42f00b73a0,,kernel,2025-05-16 09:00:54 -0400,2023-01-05 12:21:11 -0800,rcu/cpu_stall_cputime: fix the hardirq count for x86 architecture,kernel/rcu/tree.c;kernel/rcu/tree.h;kernel/rcu/tree_stall.h,10,6
db8266017e0a,04aa999eb96f,,other,2025-05-16 12:57:12 +0000,2025-01-21 17:35:13 -0600,"dt-bindings: PCI: microchip,pcie-host: Fix DMA coherency property","Documentation/devicetree/bindings/pci/microchip,pcie-host.yaml",0,0
5e2ff240b31a,13f43d7cf3e0,,drivers,2025-05-16 14:29:16 +0200,2025-04-17 16:22:40 +0200,iommu: Clear the freelist after iommu_put_pages_list(),drivers/iommu/dma-iommu.c;drivers/iommu/iommu-pages.c,5,1
a383cf218ef8,1182bc74b39b,,gpu,2025-05-16 16:51:50 +0530,2025-03-10 11:49:40 -0400,drm/xe/mocs: Check if all domains awake,drivers/gpu/drm/xe/xe_mocs.c,6,5
628479afc7a1,3e021f3b8115,,sound,2025-05-16 13:18:15 +0200,2025-05-02 05:38:41 +0900,ASoC: soc-utils: Check string pointer validity in snd_soc_dlc_is_dummy(),sound/soc/soc-utils.c,2,2
b49825661af9,f5f633b18234,,drivers,2025-05-16 12:50:01 +0200,2023-02-15 17:28:42 +0100,thermal/drivers/mediatek/lvts: Fix debugfs unregister on failure,drivers/thermal/mediatek/lvts_thermal.c,8,8
03680913744d,bbeb69ce3013,,arch,2025-05-16 11:16:52 +0200,2025-02-27 11:21:53 +0100,x86/mm: Remove duplicated word in warning message,arch/x86/mm/init_32.c,0,0
6f0ee1d220f5,171bb5123fbc,,sound,2025-05-16 09:54:04 +0200,2025-04-22 15:00:48 +0200,ALSA: usb-audio: Rename Pioneer mixer channel controls,sound/usb/mixer_quirks.c,52,52
bd59f6170968,93f1b6d79a73,,kernel,2025-05-16 09:33:53 +0200,2025-05-03 12:02:05 +0200,futex: Fix kernel-doc comments,kernel/futex/futex.h;kernel/futex/waitwake.c,3,3
e436576b0231,e86d1aa8b60f,,drivers,2025-05-16 08:46:48 +0200,2020-07-27 12:53:10 +0100,iommu: make inclusion of arm/arm-smmu-v3 directory conditional,drivers/iommu/arm/Makefile;drivers/iommu/arm/arm-smmu-v3/Makefile,3,2
01c13a1d0e34,5c0ebbd3c6c6,,drivers,2025-05-16 08:46:47 +0200,2024-10-29 09:46:23 +0100,iommu: make inclusion of riscv directory conditional,drivers/iommu/Makefile;drivers/iommu/riscv/Makefile,3,2
85ef671f9727,cbe94c6e1a7d,,drivers,2025-05-16 08:46:46 +0200,2020-07-29 14:15:36 +0200,iommu: make inclusion of amd directory conditional,drivers/iommu/Makefile;drivers/iommu/amd/Makefile,3,2
ddcc66cfe83a,ab65ba57e3ac,,drivers,2025-05-16 08:46:46 +0200,2020-07-29 14:14:55 +0200,iommu: make inclusion of intel directory conditional,drivers/iommu/Makefile;drivers/iommu/intel/Makefile,4,6
9548feff840a,70bad345e622,,drivers,2025-05-16 08:46:45 +0200,2024-03-08 09:03:18 +0100,iommu: remove duplicate selection of DMAR_TABLE,drivers/iommu/Kconfig,0,0
a26fd92b7223,5e72b2b41a21,,drivers,2025-05-15 21:54:52 -0700,2024-07-12 15:52:10 -0700,udmabuf: fix vmap missed offset page,drivers/dma-buf/udmabuf.c,2,1
3cc35394fac1,e99dd80c8a18,,drivers,2025-05-16 09:03:40 +0800,2024-08-09 08:41:12 +0800,wifi: rtw89: fix firmware scan delay unit for WiFi 6 chips,drivers/net/wireless/realtek/rtw89/fw.c,0,0
4c2c372de2e1,4136214f7c46,,drivers,2025-05-16 09:00:52 +0800,2019-08-06 15:42:13 +0300,wifi: rtw88: fix the 'para' buffer size to avoid reading out of bounds,drivers/net/wireless/realtek/rtw88/coex.c,0,0
490340faddea,a82dfd33d123,,drivers,2025-05-16 08:34:19 +0800,2022-12-08 16:48:41 +0200,wifi: rtw88: usb: Reduce control message timeout to 500 ms,drivers/net/wireless/realtek/rtw88/usb.c,0,0
dda27a47c036,0bc7d1d4e63c,,drivers,2025-05-16 08:31:54 +0800,2024-02-01 12:15:42 +0200,wifi: rtw89: pci: enlarge retry times of RX tag to 1000,drivers/net/wireless/realtek/rtw89/pci.c,0,0
a70cf04b08f4,1fd4b3fe52ef,,drivers,2025-05-16 08:24:27 +0800,2024-06-17 10:37:36 +0800,wifi: rtw89: pci: configure manual DAC mode via PCI config API only,drivers/net/wireless/realtek/rtw89/pci.c,23,11
592433158905,2da0f610e733,,networking,2025-05-15 16:16:21 -0400,2024-03-01 09:12:26 -0500,svcrdma: Reduce the number of rdma_rw contexts per-QP,net/sunrpc/xprtrdma/svc_rdma_transport.c,8,6
276c53c66e03,cdeaeb9dd762,,gpu,2025-05-15 20:59:32 +0200,2025-05-12 20:48:15 +0200,gpu: drm: nova: select AUXILIARY_BUS instead of depending on it,drivers/gpu/drm/nova/Kconfig,0,0
